original_row_index,doi,original_salt,rejection_reason
7814,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7815,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7816,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7817,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7818,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7819,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7820,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7821,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7822,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7823,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7824,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7825,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7826,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7827,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7828,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7829,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7830,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7831,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7832,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7833,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7834,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7835,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7836,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7837,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7838,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7839,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7840,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7841,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7842,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7843,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7844,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7845,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7846,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7847,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7848,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7849,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7850,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7851,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7852,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7853,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7854,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7855,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7856,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7857,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7858,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7859,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7860,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7861,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7862,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7863,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7864,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7865,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7866,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7867,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7868,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7869,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7870,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7871,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7872,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7873,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7874,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7875,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7876,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7877,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7878,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7879,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7880,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7881,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7882,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7883,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7884,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7885,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7886,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7887,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7888,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7889,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7890,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7891,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7892,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7893,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7894,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7895,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7896,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7897,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7898,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7899,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7900,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7901,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7902,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7903,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7904,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7905,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7906,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7907,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7908,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7909,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7910,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7911,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7912,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7913,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7914,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7915,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7916,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7917,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7918,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7919,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7920,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7921,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7922,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7923,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7924,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7925,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7926,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7927,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7928,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7929,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7930,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7931,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7932,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7933,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7934,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7935,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7936,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7937,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7938,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7939,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7940,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7941,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7942,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7943,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7944,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7945,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
7946,10.1149/1.1630593,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
